"sector","year","scenario","region","pct_change"
"Services",2044,"Hot/Dry","Samtskhe-Javakheti",-0.0588
"Agriculture",2044,"Hot/Dry","Ajaria",-3.1641
"Industry",2044,"Hot/Dry","Ajaria",-0.9177
"Services",2044,"Hot/Dry","Ajaria",-0.3148
"Agriculture",2044,"Hot/Dry","Kvemo Kartli",-1.5574
"Industry",2044,"Hot/Dry","Kvemo Kartli",-1.7771
"Services",2044,"Hot/Dry","Kvemo Kartli",-0.5525
"Agriculture",2044,"Hot/Dry","Guria",-5.4024
"Industry",2044,"Hot/Dry","Guria",-2.6551
"Services",2044,"Hot/Dry","Guria",-0.9428
"Agriculture",2044,"Hot/Dry","Tbilisi",-3.0916
"Industry",2044,"Hot/Dry","Tbilisi",-1.808
"Services",2044,"Hot/Dry","Tbilisi",-0.7071
"Agriculture",2044,"Hot/Dry","Imereti",-3.7455
"Industry",2044,"Hot/Dry","Imereti",-2.7693
"Services",2044,"Hot/Dry","Imereti",-0.7404
"Agriculture",2044,"Median","Abkhazia",-1.4054
"Industry",2044,"Median","Abkhazia",-0.6553
"Services",2044,"Median","Abkhazia",-0.148
"Agriculture",2044,"Median","Samegrelo-Zemo Svaneti",-3.325
"Industry",2044,"Median","Samegrelo-Zemo Svaneti",-1.7192
"Services",2044,"Median","Samegrelo-Zemo Svaneti",-0.6447
"Agriculture",2044,"Median","Shida Kartli",-0.434
"Industry",2044,"Median","Shida Kartli",-0.1458
"Services",2044,"Median","Shida Kartli",-0.0314
"Agriculture",2044,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.558
"Industry",2044,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1195
"Services",2044,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1754
"Agriculture",2044,"Median","Mtskheta-Mtianeti",-0.8639
"Industry",2044,"Median","Mtskheta-Mtianeti",-0.4815
"Services",2044,"Median","Mtskheta-Mtianeti",-0.093
"Agriculture",2044,"Median","Kakheti",-3.0163
"Industry",2044,"Median","Kakheti",-1.2171
"Services",2044,"Median","Kakheti",-0.4445
"Agriculture",2044,"Median","Samtskhe-Javakheti",-0.1374
"Industry",2044,"Median","Samtskhe-Javakheti",-0.0383
"Services",2044,"Median","Samtskhe-Javakheti",-0.0092
"Agriculture",2044,"Median","Ajaria",-1.1265
"Industry",2044,"Median","Ajaria",-0.2077
"Services",2044,"Median","Ajaria",-0.0636
"Agriculture",2044,"Median","Kvemo Kartli",-1.0209
"Industry",2044,"Median","Kvemo Kartli",-1.1602
"Services",2044,"Median","Kvemo Kartli",-0.3172
"Agriculture",2044,"Median","Guria",-2.778
"Industry",2044,"Median","Guria",-1.1215
"Services",2044,"Median","Guria",-0.3182
"Agriculture",2044,"Median","Tbilisi",-2.1443
"Industry",2044,"Median","Tbilisi",-1.1772
"Services",2044,"Median","Tbilisi",-0.4081
"Agriculture",2044,"Median","Imereti",-1.7742
"Industry",2044,"Median","Imereti",-1.1992
"Services",2044,"Median","Imereti",-0.2229
"Agriculture",2045,"Warm/Wet","Abkhazia",-1.6688
"Industry",2045,"Warm/Wet","Abkhazia",-0.816
"Services",2045,"Warm/Wet","Abkhazia",-0.2018
"Agriculture",2045,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.5452
"Industry",2045,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.8527
"Services",2045,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.7373
"Agriculture",2045,"Warm/Wet","Shida Kartli",-0.2482
"Industry",2045,"Warm/Wet","Shida Kartli",-0.0834
"Services",2045,"Warm/Wet","Shida Kartli",-0.0172
"Agriculture",2045,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.5502
"Industry",2045,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2795
"Services",2045,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.2143
"Agriculture",2045,"Warm/Wet","Mtskheta-Mtianeti",-0.3953
"Industry",2045,"Warm/Wet","Mtskheta-Mtianeti",-0.2167
"Services",2045,"Warm/Wet","Mtskheta-Mtianeti",-0.0334
"Agriculture",2045,"Warm/Wet","Kakheti",-1.4592
"Industry",2045,"Warm/Wet","Kakheti",-0.5079
"Services",2045,"Warm/Wet","Kakheti",-0.1516
"Agriculture",2045,"Warm/Wet","Samtskhe-Javakheti",-0.0997
"Industry",2045,"Warm/Wet","Samtskhe-Javakheti",-0.0366
"Services",2045,"Warm/Wet","Samtskhe-Javakheti",-0.0088
"Agriculture",2045,"Warm/Wet","Ajaria",-1.4695
"Industry",2045,"Warm/Wet","Ajaria",-0.3121
"Services",2045,"Warm/Wet","Ajaria",-0.0963
"Agriculture",2045,"Warm/Wet","Kvemo Kartli",-0.4824
"Industry",2045,"Warm/Wet","Kvemo Kartli",-0.593
"Services",2045,"Warm/Wet","Kvemo Kartli",-0.1363
"Agriculture",2045,"Warm/Wet","Guria",-3.1365
"Industry",2045,"Warm/Wet","Guria",-1.3816
"Services",2045,"Warm/Wet","Guria",-0.4308
"Agriculture",2045,"Warm/Wet","Tbilisi",-1.1823
"Industry",2045,"Warm/Wet","Tbilisi",-0.607
"Services",2045,"Warm/Wet","Tbilisi",-0.1841
"Agriculture",2045,"Warm/Wet","Imereti",-1.8931
"Industry",2045,"Warm/Wet","Imereti",-1.3994
"Services",2045,"Warm/Wet","Imereti",-0.2959
"Agriculture",2045,"Hot/Dry","Abkhazia",-4.0042
"Industry",2045,"Hot/Dry","Abkhazia",-1.7864
"Services",2045,"Hot/Dry","Abkhazia",-0.5809
"Agriculture",2045,"Hot/Dry","Samegrelo-Zemo Svaneti",-7.5255
"Industry",2045,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.4468
"Services",2045,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.186
"Agriculture",2045,"Hot/Dry","Shida Kartli",-1.4465
"Industry",2045,"Hot/Dry","Shida Kartli",-0.581
"Services",2045,"Hot/Dry","Shida Kartli",-0.1649
"Agriculture",2045,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.3298
"Industry",2045,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.53
"Services",2045,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.8741
"Agriculture",2045,"Hot/Dry","Mtskheta-Mtianeti",-1.9638
"Industry",2045,"Hot/Dry","Mtskheta-Mtianeti",-1.1573
"Services",2045,"Hot/Dry","Mtskheta-Mtianeti",-0.2905
"Agriculture",2045,"Hot/Dry","Kakheti",-4.2811
"Industry",2045,"Hot/Dry","Kakheti",-1.932
"Services",2045,"Hot/Dry","Kakheti",-0.7506
"Agriculture",2045,"Hot/Dry","Samtskhe-Javakheti",-0.7572
"Industry",2045,"Hot/Dry","Samtskhe-Javakheti",-0.3063
"Services",2045,"Hot/Dry","Samtskhe-Javakheti",-0.1017
"Agriculture",2045,"Hot/Dry","Ajaria",-4.3206
"Industry",2045,"Hot/Dry","Ajaria",-1.3799
"Services",2045,"Hot/Dry","Ajaria",-0.5303
"Agriculture",2045,"Hot/Dry","Kvemo Kartli",-2.0155
"Industry",2045,"Hot/Dry","Kvemo Kartli",-2.2449
"Services",2045,"Hot/Dry","Kvemo Kartli",-0.7403
"Agriculture",2045,"Hot/Dry","Guria",-6.973
"Industry",2045,"Hot/Dry","Guria",-3.6004
"Services",2045,"Hot/Dry","Guria",-1.3703
"Agriculture",2045,"Hot/Dry","Tbilisi",-3.8215
"Industry",2045,"Hot/Dry","Tbilisi",-2.2822
"Services",2045,"Hot/Dry","Tbilisi",-0.9332
"Agriculture",2045,"Hot/Dry","Imereti",-5.0762
"Industry",2045,"Hot/Dry","Imereti",-3.8431
"Services",2045,"Hot/Dry","Imereti",-1.1049
"Agriculture",2045,"Median","Abkhazia",-0.7458
"Industry",2045,"Median","Abkhazia",-0.3808
"Services",2045,"Median","Abkhazia",-0.0764
"Agriculture",2045,"Median","Samegrelo-Zemo Svaneti",-1.9026
"Industry",2045,"Median","Samegrelo-Zemo Svaneti",-0.9084
"Services",2045,"Median","Samegrelo-Zemo Svaneti",-0.3024
"Agriculture",2045,"Median","Shida Kartli",-0.2716
"Industry",2045,"Median","Shida Kartli",-0.0866
"Services",2045,"Median","Shida Kartli",-0.0182
"Agriculture",2045,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.011
"Industry",2045,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.7498
"Services",2045,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1112
"Agriculture",2045,"Median","Mtskheta-Mtianeti",-0.5593
"Industry",2045,"Median","Mtskheta-Mtianeti",-0.3182
"Services",2045,"Median","Mtskheta-Mtianeti",-0.0552
"Agriculture",2045,"Median","Kakheti",-2.3763
"Industry",2045,"Median","Kakheti",-0.8961
"Services",2045,"Median","Kakheti",-0.3171
"Agriculture",2045,"Median","Samtskhe-Javakheti",-0.1013
"Industry",2045,"Median","Samtskhe-Javakheti",-0.0303
"Services",2045,"Median","Samtskhe-Javakheti",-0.0068
"Agriculture",2045,"Median","Ajaria",-0.6742
"Industry",2045,"Median","Ajaria",-0.0993
"Services",2045,"Median","Ajaria",-0.0273
"Agriculture",2045,"Median","Kvemo Kartli",-0.8129
"Industry",2045,"Median","Kvemo Kartli",-0.8809
"Services",2045,"Median","Kvemo Kartli",-0.2316
"Agriculture",2045,"Median","Guria",-1.6957
"Industry",2045,"Median","Guria",-0.6848
"Services",2045,"Median","Guria",-0.1809
"Agriculture",2045,"Median","Tbilisi",-1.6587
"Industry",2045,"Median","Tbilisi",-0.8919
"Services",2045,"Median","Tbilisi",-0.2974
"Agriculture",2045,"Median","Imereti",-1.1495
"Industry",2045,"Median","Imereti",-0.8079
"Services",2045,"Median","Imereti",-0.1419
"Agriculture",2046,"Warm/Wet","Abkhazia",-1.2201
"Industry",2046,"Warm/Wet","Abkhazia",-0.583
"Services",2046,"Warm/Wet","Abkhazia",-0.1247
"Agriculture",2046,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.0965
"Industry",2046,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.5403
"Services",2046,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.5857
"Agriculture",2046,"Warm/Wet","Shida Kartli",-0.2372
"Industry",2046,"Warm/Wet","Shida Kartli",-0.0813
"Services",2046,"Warm/Wet","Shida Kartli",-0.0149
"Agriculture",2046,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2723
"Industry",2046,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.9594
"Services",2046,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1354
"Agriculture",2046,"Warm/Wet","Mtskheta-Mtianeti",-0.3889
"Industry",2046,"Warm/Wet","Mtskheta-Mtianeti",-0.1971
"Services",2046,"Warm/Wet","Mtskheta-Mtianeti",-0.0306
"Agriculture",2046,"Warm/Wet","Kakheti",-1.697
"Industry",2046,"Warm/Wet","Kakheti",-0.5686
"Services",2046,"Warm/Wet","Kakheti",-0.1788
"Agriculture",2046,"Warm/Wet","Samtskhe-Javakheti",-0.0755
"Industry",2046,"Warm/Wet","Samtskhe-Javakheti",-0.0233
"Services",2046,"Warm/Wet","Samtskhe-Javakheti",-0.0053
"Agriculture",2046,"Warm/Wet","Ajaria",-1.0368
"Industry",2046,"Warm/Wet","Ajaria",-0.1878
"Services",2046,"Warm/Wet","Ajaria",-0.0535
"Agriculture",2046,"Warm/Wet","Kvemo Kartli",-0.4768
"Industry",2046,"Warm/Wet","Kvemo Kartli",-0.5518
"Services",2046,"Warm/Wet","Kvemo Kartli",-0.1292
"Agriculture",2046,"Warm/Wet","Guria",-2.6985
"Industry",2046,"Warm/Wet","Guria",-1.107
"Services",2046,"Warm/Wet","Guria",-0.3151
"Agriculture",2046,"Warm/Wet","Tbilisi",-1.0874
"Industry",2046,"Warm/Wet","Tbilisi",-0.5631
"Services",2046,"Warm/Wet","Tbilisi",-0.1724
"Agriculture",2046,"Warm/Wet","Imereti",-1.5265
"Industry",2046,"Warm/Wet","Imereti",-1.0493
"Services",2046,"Warm/Wet","Imereti",-0.1792
"Agriculture",2046,"Hot/Dry","Abkhazia",-4.5759
"Industry",2046,"Hot/Dry","Abkhazia",-2.1608
"Services",2046,"Hot/Dry","Abkhazia",-0.7112
"Agriculture",2046,"Hot/Dry","Samegrelo-Zemo Svaneti",-8.4894
"Industry",2046,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.9801
"Services",2046,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.4061
"Agriculture",2046,"Hot/Dry","Shida Kartli",-1.8012
"Industry",2046,"Hot/Dry","Shida Kartli",-0.748
"Services",2046,"Hot/Dry","Shida Kartli",-0.2166
"Agriculture",2046,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.977
"Industry",2046,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.022
"Services",2046,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.9857
"Agriculture",2046,"Hot/Dry","Mtskheta-Mtianeti",-2.6952
"Industry",2046,"Hot/Dry","Mtskheta-Mtianeti",-1.7028
"Services",2046,"Hot/Dry","Mtskheta-Mtianeti",-0.4227
"Agriculture",2046,"Hot/Dry","Kakheti",-6.8185
"Industry",2046,"Hot/Dry","Kakheti",-3.1133
"Services",2046,"Hot/Dry","Kakheti",-1.3384
"Agriculture",2046,"Hot/Dry","Samtskhe-Javakheti",-0.9135
"Industry",2046,"Hot/Dry","Samtskhe-Javakheti",-0.3648
"Services",2046,"Hot/Dry","Samtskhe-Javakheti",-0.1211
"Agriculture",2046,"Hot/Dry","Ajaria",-4.9664
"Industry",2046,"Hot/Dry","Ajaria",-1.5862
"Services",2046,"Hot/Dry","Ajaria",-0.5915
"Agriculture",2046,"Hot/Dry","Kvemo Kartli",-2.9133
"Industry",2046,"Hot/Dry","Kvemo Kartli",-3.2465
"Services",2046,"Hot/Dry","Kvemo Kartli",-1.1315
"Agriculture",2046,"Hot/Dry","Guria",-7.8705
"Industry",2046,"Hot/Dry","Guria",-4.0889
"Services",2046,"Hot/Dry","Guria",-1.5219
"Agriculture",2046,"Hot/Dry","Tbilisi",-5.3945
"Industry",2046,"Hot/Dry","Tbilisi",-3.2975
"Services",2046,"Hot/Dry","Tbilisi",-1.4139
"Agriculture",2046,"Hot/Dry","Imereti",-5.673
"Industry",2046,"Hot/Dry","Imereti",-4.3433
"Services",2046,"Hot/Dry","Imereti",-1.2186
"Agriculture",2046,"Median","Abkhazia",-0.9991
"Industry",2046,"Median","Abkhazia",-0.4157
"Services",2046,"Median","Abkhazia",-0.0909
"Agriculture",2046,"Median","Samegrelo-Zemo Svaneti",-2.673
"Industry",2046,"Median","Samegrelo-Zemo Svaneti",-1.2946
"Services",2046,"Median","Samegrelo-Zemo Svaneti",-0.4759
"Agriculture",2046,"Median","Shida Kartli",-0.2771
"Industry",2046,"Median","Shida Kartli",-0.0916
"Services",2046,"Median","Shida Kartli",-0.0166
"Agriculture",2046,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3812
"Industry",2046,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.0856
"Services",2046,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1614
"Agriculture",2046,"Median","Mtskheta-Mtianeti",-0.5227
"Industry",2046,"Median","Mtskheta-Mtianeti",-0.2776
"Services",2046,"Median","Mtskheta-Mtianeti",-0.0446
"Agriculture",2046,"Median","Kakheti",-1.9094
"Industry",2046,"Median","Kakheti",-0.6668
"Services",2046,"Median","Kakheti",-0.1995
"Agriculture",2046,"Median","Samtskhe-Javakheti",-0.0785
"Industry",2046,"Median","Samtskhe-Javakheti",-0.023
"Services",2046,"Median","Samtskhe-Javakheti",-0.0053
"Agriculture",2046,"Median","Ajaria",-0.9141
"Industry",2046,"Median","Ajaria",-0.137
"Services",2046,"Median","Ajaria",-0.041
"Agriculture",2046,"Median","Kvemo Kartli",-0.6965
"Industry",2046,"Median","Kvemo Kartli",-0.7675
"Services",2046,"Median","Kvemo Kartli",-0.1833
"Agriculture",2046,"Median","Guria",-2.2957
"Industry",2046,"Median","Guria",-0.9148
"Services",2046,"Median","Guria",-0.2454
"Agriculture",2046,"Median","Tbilisi",-1.5437
"Industry",2046,"Median","Tbilisi",-0.7801
"Services",2046,"Median","Tbilisi",-0.241
"Agriculture",2046,"Median","Imereti",-1.5246
"Industry",2046,"Median","Imereti",-1.1546
"Services",2046,"Median","Imereti",-0.1805
"Agriculture",2047,"Warm/Wet","Abkhazia",-1.814
"Industry",2047,"Warm/Wet","Abkhazia",-0.8646
"Services",2047,"Warm/Wet","Abkhazia",-0.2055
"Agriculture",2047,"Warm/Wet","Samegrelo-Zemo Svaneti",-4.0185
"Industry",2047,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.0788
"Services",2047,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.7935
"Agriculture",2047,"Warm/Wet","Shida Kartli",-0.3103
"Industry",2047,"Warm/Wet","Shida Kartli",-0.1077
"Services",2047,"Warm/Wet","Shida Kartli",-0.0192
"Agriculture",2047,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.88
"Industry",2047,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.4941
"Services",2047,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.2375
"Agriculture",2047,"Warm/Wet","Mtskheta-Mtianeti",-0.5551
"Industry",2047,"Warm/Wet","Mtskheta-Mtianeti",-0.2981
"Services",2047,"Warm/Wet","Mtskheta-Mtianeti",-0.0482
"Agriculture",2047,"Warm/Wet","Kakheti",-2.4293
"Industry",2047,"Warm/Wet","Kakheti",-0.8033
"Services",2047,"Warm/Wet","Kakheti",-0.2613
"Agriculture",2047,"Warm/Wet","Samtskhe-Javakheti",-0.1238
"Industry",2047,"Warm/Wet","Samtskhe-Javakheti",-0.043
"Services",2047,"Warm/Wet","Samtskhe-Javakheti",-0.0095
"Agriculture",2047,"Warm/Wet","Ajaria",-1.5929
"Industry",2047,"Warm/Wet","Ajaria",-0.3055
"Services",2047,"Warm/Wet","Ajaria",-0.0933
"Agriculture",2047,"Warm/Wet","Kvemo Kartli",-0.7133
"Industry",2047,"Warm/Wet","Kvemo Kartli",-0.8831
"Services",2047,"Warm/Wet","Kvemo Kartli",-0.215
"Agriculture",2047,"Warm/Wet","Guria",-3.5469
"Industry",2047,"Warm/Wet","Guria",-1.5373
"Services",2047,"Warm/Wet","Guria",-0.449
"Agriculture",2047,"Warm/Wet","Tbilisi",-1.6974
"Industry",2047,"Warm/Wet","Tbilisi",-0.9049
"Services",2047,"Warm/Wet","Tbilisi",-0.29
"Agriculture",2047,"Warm/Wet","Imereti",-2.2735
"Industry",2047,"Warm/Wet","Imereti",-1.6274
"Services",2047,"Warm/Wet","Imereti",-0.3178
"Agriculture",2047,"Hot/Dry","Abkhazia",-6.1046
"Industry",2047,"Hot/Dry","Abkhazia",-2.9226
"Services",2047,"Hot/Dry","Abkhazia",-1.1367
"Agriculture",2047,"Hot/Dry","Samegrelo-Zemo Svaneti",-9.9234
"Industry",2047,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.3323
"Services",2047,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.3993
"Agriculture",2047,"Hot/Dry","Shida Kartli",-2.7119
"Industry",2047,"Hot/Dry","Shida Kartli",-1.2479
"Services",2047,"Hot/Dry","Shida Kartli",-0.4416
"Agriculture",2047,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-6.3756
"Industry",2047,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-5.2055
"Services",2047,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.6389
"Agriculture",2047,"Hot/Dry","Mtskheta-Mtianeti",-3.7044
"Industry",2047,"Hot/Dry","Mtskheta-Mtianeti",-2.5366
"Services",2047,"Hot/Dry","Mtskheta-Mtianeti",-0.7744
"Agriculture",2047,"Hot/Dry","Kakheti",-7.5147
"Industry",2047,"Hot/Dry","Kakheti",-3.9724
"Services",2047,"Hot/Dry","Kakheti",-1.9188
"Agriculture",2047,"Hot/Dry","Samtskhe-Javakheti",-1.5512
"Industry",2047,"Hot/Dry","Samtskhe-Javakheti",-0.7182
"Services",2047,"Hot/Dry","Samtskhe-Javakheti",-0.2777
"Agriculture",2047,"Hot/Dry","Ajaria",-6.3729
"Industry",2047,"Hot/Dry","Ajaria",-2.489
"Services",2047,"Hot/Dry","Ajaria",-1.0517
"Agriculture",2047,"Hot/Dry","Kvemo Kartli",-3.5696
"Industry",2047,"Hot/Dry","Kvemo Kartli",-4.1425
"Services",2047,"Hot/Dry","Kvemo Kartli",-1.6405
"Agriculture",2047,"Hot/Dry","Guria",-9.2437
"Industry",2047,"Hot/Dry","Guria",-5.2461
"Services",2047,"Hot/Dry","Guria",-2.2262
"Agriculture",2047,"Hot/Dry","Tbilisi",-6.3883
"Industry",2047,"Hot/Dry","Tbilisi",-4.2094
"Services",2047,"Hot/Dry","Tbilisi",-2.027
"Agriculture",2047,"Hot/Dry","Imereti",-7.1826
"Industry",2047,"Hot/Dry","Imereti",-5.5966
"Services",2047,"Hot/Dry","Imereti",-1.9771
"Agriculture",2047,"Median","Abkhazia",-2.2421
"Industry",2047,"Median","Abkhazia",-1.0142
"Services",2047,"Median","Abkhazia",-0.2651
"Agriculture",2047,"Median","Samegrelo-Zemo Svaneti",-4.7627
"Industry",2047,"Median","Samegrelo-Zemo Svaneti",-2.5262
"Services",2047,"Median","Samegrelo-Zemo Svaneti",-1.0528
"Agriculture",2047,"Median","Shida Kartli",-0.6558
"Industry",2047,"Median","Shida Kartli",-0.2359
"Services",2047,"Median","Shida Kartli",-0.0554
"Agriculture",2047,"Median","Racha-Lechkhumi-Kvemo Svaneti",-2.6722
"Industry",2047,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8946
"Services",2047,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.4069
"Agriculture",2047,"Median","Mtskheta-Mtianeti",-1.0524
"Industry",2047,"Median","Mtskheta-Mtianeti",-0.6225
"Services",2047,"Median","Mtskheta-Mtianeti",-0.1253
"Agriculture",2047,"Median","Kakheti",-3.1613
"Industry",2047,"Median","Kakheti",-1.3307
"Services",2047,"Median","Kakheti",-0.5072
"Agriculture",2047,"Median","Samtskhe-Javakheti",-0.3215
"Industry",2047,"Median","Samtskhe-Javakheti",-0.1085
"Services",2047,"Median","Samtskhe-Javakheti",-0.03
"Agriculture",2047,"Median","Ajaria",-2.2529
"Industry",2047,"Median","Ajaria",-0.4853
"Services",2047,"Median","Ajaria",-0.1608
"Agriculture",2047,"Median","Kvemo Kartli",-1.2665
"Industry",2047,"Median","Kvemo Kartli",-1.4604
"Services",2047,"Median","Kvemo Kartli",-0.4366
"Agriculture",2047,"Median","Guria",-4.325
"Industry",2047,"Median","Guria",-1.9921
"Services",2047,"Median","Guria",-0.6501
"Agriculture",2047,"Median","Tbilisi",-2.6066
"Industry",2047,"Median","Tbilisi",-1.4868
"Services",2047,"Median","Tbilisi",-0.5639
"Agriculture",2047,"Median","Imereti",-2.8819
"Industry",2047,"Median","Imereti",-2.0225
"Services",2047,"Median","Imereti",-0.4571
"Agriculture",2048,"Warm/Wet","Abkhazia",-1.2992
"Industry",2048,"Warm/Wet","Abkhazia",-0.6126
"Services",2048,"Warm/Wet","Abkhazia",-0.1384
"Agriculture",2048,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.0283
"Industry",2048,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.5598
"Services",2048,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.6034
"Agriculture",2048,"Warm/Wet","Shida Kartli",-0.2148
"Industry",2048,"Warm/Wet","Shida Kartli",-0.0725
"Services",2048,"Warm/Wet","Shida Kartli",-0.0132
"Agriculture",2048,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.1255
"Industry",2048,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.9144
"Services",2048,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1151
"Agriculture",2048,"Warm/Wet","Mtskheta-Mtianeti",-0.33
"Industry",2048,"Warm/Wet","Mtskheta-Mtianeti",-0.1647
"Services",2048,"Warm/Wet","Mtskheta-Mtianeti",-0.0248
"Agriculture",2048,"Warm/Wet","Kakheti",-1.6905
"Industry",2048,"Warm/Wet","Kakheti",-0.5396
"Services",2048,"Warm/Wet","Kakheti",-0.162
"Agriculture",2048,"Warm/Wet","Samtskhe-Javakheti",-0.0841
"Industry",2048,"Warm/Wet","Samtskhe-Javakheti",-0.0273
"Services",2048,"Warm/Wet","Samtskhe-Javakheti",-0.0064
"Agriculture",2048,"Warm/Wet","Ajaria",-1.2066
"Industry",2048,"Warm/Wet","Ajaria",-0.2201
"Services",2048,"Warm/Wet","Ajaria",-0.0645
"Agriculture",2048,"Warm/Wet","Kvemo Kartli",-0.484
"Industry",2048,"Warm/Wet","Kvemo Kartli",-0.5176
"Services",2048,"Warm/Wet","Kvemo Kartli",-0.1153
"Agriculture",2048,"Warm/Wet","Guria",-2.6038
"Industry",2048,"Warm/Wet","Guria",-1.058
"Services",2048,"Warm/Wet","Guria",-0.3061
"Agriculture",2048,"Warm/Wet","Tbilisi",-1.0614
"Industry",2048,"Warm/Wet","Tbilisi",-0.5259
"Services",2048,"Warm/Wet","Tbilisi",-0.1519
"Agriculture",2048,"Warm/Wet","Imereti",-1.4424
"Industry",2048,"Warm/Wet","Imereti",-1.0012
"Services",2048,"Warm/Wet","Imereti",-0.1664
"Agriculture",2048,"Hot/Dry","Abkhazia",-4.4142
"Industry",2048,"Hot/Dry","Abkhazia",-2.0185
"Services",2048,"Hot/Dry","Abkhazia",-0.6384
"Agriculture",2048,"Hot/Dry","Samegrelo-Zemo Svaneti",-8.22
"Industry",2048,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.9377
"Services",2048,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.3752
"Agriculture",2048,"Hot/Dry","Shida Kartli",-1.715
"Industry",2048,"Hot/Dry","Shida Kartli",-0.7148
"Services",2048,"Hot/Dry","Shida Kartli",-0.2123
"Agriculture",2048,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.8905
"Industry",2048,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.9195
"Services",2048,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.9698
"Agriculture",2048,"Hot/Dry","Mtskheta-Mtianeti",-2.5411
"Industry",2048,"Hot/Dry","Mtskheta-Mtianeti",-1.5957
"Services",2048,"Hot/Dry","Mtskheta-Mtianeti",-0.4101
"Agriculture",2048,"Hot/Dry","Kakheti",-5.9922
"Industry",2048,"Hot/Dry","Kakheti",-2.7858
"Services",2048,"Hot/Dry","Kakheti",-1.1742
"Agriculture",2048,"Hot/Dry","Samtskhe-Javakheti",-0.7936
"Industry",2048,"Hot/Dry","Samtskhe-Javakheti",-0.2969
"Services",2048,"Hot/Dry","Samtskhe-Javakheti",-0.0955
"Agriculture",2048,"Hot/Dry","Ajaria",-4.46
"Industry",2048,"Hot/Dry","Ajaria",-1.4125
"Services",2048,"Hot/Dry","Ajaria",-0.5253
"Agriculture",2048,"Hot/Dry","Kvemo Kartli",-2.6155
"Industry",2048,"Hot/Dry","Kvemo Kartli",-2.9652
"Services",2048,"Hot/Dry","Kvemo Kartli",-1.0295
"Agriculture",2048,"Hot/Dry","Guria",-7.3733
"Industry",2048,"Hot/Dry","Guria",-3.8345
"Services",2048,"Hot/Dry","Guria",-1.4274
"Agriculture",2048,"Hot/Dry","Tbilisi",-4.933
